,districtText,furnishingCode,value,floorArea,bedrooms,bathrooms,pricePerSqFt,hasFloorplans,latitude,longitude
14578, Boon  Lay  /  Jurong  /  Tuas ,FULL,248000,635,2,1,390.5511811,FALSE,1.345463,103.711432
14579, Boon  Lay  /  Jurong  /  Tuas ,PART,490000,1184,3,2,413.8513514,TRUE,1.343467637,103.7002969
14580, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,979,3,2,429.0091931,TRUE,1.350224633,103.7552245
14581, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,350000,969,3,2,361.1971104,FALSE,1.403781752,103.7511839
14582, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,358000,721,2,2,496.5325936,FALSE,1.306628046,103.7624521
14583, Alexandra  /  Commonwealth ,UNFUR,320000,688,3,1,465.1162791,FALSE,1.286551125,103.8080356
14584, Sembawang  /  Yishun ,UNKNOWN,380000,1001,3,2,379.6203796,TRUE,1.450735678,103.8196947
14585, Sembawang  /  Yishun ,FULL,408000,1130,3,2,361.0619469,FALSE,1.422569023,103.8392618
14586, Balestier  /  Toa  Payoh ,UNFUR,348000,731,3,1,476.0601915,FALSE,1.3380437,103.8480773
14587, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,340000,721,2,2,471.5672677,FALSE,1.362199536,103.8512873
14588, Sembawang  /  Yishun ,FULL,435000,1205,3,2,360.9958506,FALSE,1.420708633,103.8411474
14589, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,678000,1560,4,3,434.6153846,FALSE,1.350029131,103.742751
14590, Balestier  /  Toa  Payoh ,UNKNOWN,850000,893,2,2,951.8477044,TRUE,1.327150248,103.8560593
14591, Sembawang  /  Yishun ,PART,450000,1184,3,2,380.0675676,TRUE,1.449741004,103.8247898
14592, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,620000,1615,4,2,383.9009288,TRUE,1.350029131,103.742751
14593, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNFUR,550000,1001,3,2,549.4505495,TRUE,1.319497195,103.76719
14594, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,360000,1152,3,2,312.5,TRUE,1.393879144,103.7443588
14595, Hougang  /  Punggol  /  Sengkang ,UNFUR,520000,1281,3,2,405.9328649,FALSE,1.375024528,103.8701521
14596, Harbourfront  /  Telok  Blangah ,PART,458888,883,3,2,519.6919592,TRUE,1.27188135,103.82347
14597, Alexandra  /  Commonwealth ,FULL,720000,1280,3,2,562.5,TRUE,1.278089983,103.8294987
14598, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,590000,1270,4,2,464.5669291,TRUE,1.36492581,103.7529118
14599, Hougang  /  Punggol  /  Sengkang ,PART,720000,1582,4,3,455.1201011,FALSE,1.372117778,103.8728585
14600, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,438000,1140,3,2,384.2105263,TRUE,1.396045671,103.7464751
14601, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,620000,1291,3,2,480.2478699,FALSE,1.342189045,103.7361298
14602, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,278000,721,2,2,385.5755895,FALSE,1.345561012,103.743035
14603, Hougang  /  Punggol  /  Sengkang ,FULL,500000,1184,3,2,422.2972973,TRUE,1.394024906,103.8965718
14604, Hougang  /  Punggol  /  Sengkang ,FULL,538000,1001,3,2,537.4625375,TRUE,1.404717454,103.9051966
14605, Sembawang  /  Yishun ,UNFUR,485000,1399,4,2,346.6761973,TRUE,1.452138567,103.8239291
14606, Sembawang  /  Yishun ,FULL,300000,731,2,2,410.3967168,TRUE,1.43257842,103.8361488
14607, Boon  Lay  /  Jurong  /  Tuas ,FULL,510000,1184,3,2,430.7432432,TRUE,1.341534327,103.7003747
14608, Hougang  /  Punggol  /  Sengkang ,FULL,530000,968,3,2,547.5206612,TRUE,1.383129335,103.8935812
14609, Alexandra  /  Commonwealth ,PART,1088888,1345,4,2,809.5821561,TRUE,1.292079859,103.8149987
14610, Boon  Lay  /  Jurong  /  Tuas ,PART,400000,1205,3,2,331.9502075,TRUE,1.346852656,103.699373
14611, Eunos  /  Geylang  /  Paya  Lebar ,UNKNOWN,500000,1313,3,2,380.8073115,FALSE,1.325262402,103.89957
14612, Seletar  /  Yio  Chu  Kang ,PART,389000,723,2,2,538.0359613,TRUE,1.392091,103.87442
14613, Admiralty  /  Woodlands ,PART,550000,1302,3,2,422.4270353,TRUE,1.433291629,103.7867548
14614, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,328000,904,3,2,362.8318584,TRUE,1.360110494,103.7465451
14615, Pasir  Ris  /  Tampines ,UNKNOWN,760000,1571,4,3,483.7683004,TRUE,1.359631519,103.9478728
14616, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,570000,1367,4,3,416.9714704,TRUE,1.366335773,103.8395711
14617, Balestier  /  Toa  Payoh ,FULL,305000,635,2,1,480.3149606,FALSE,1.322599,103.861109
14618, Admiralty  /  Woodlands ,UNKNOWN,385000,1291,4,2,298.2184353,FALSE,1.443960419,103.7959704
14619, Hougang  /  Punggol  /  Sengkang ,PART,499000,1291,3,2,386.5220759,FALSE,1.376074488,103.8809338
14620, Bedok  /  Upper  East  Coast ,UNFUR,400000,721,2,2,554.7850208,FALSE,1.319927597,103.94269
14621, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,495000,1453,3,2,340.6744666,FALSE,1.353109894,103.7187244
14622, Macpherson  /  Potong  Pasir ,PART,268000,656,2,1,408.5365854,FALSE,1.326167146,103.8859172
14623, Hougang  /  Punggol  /  Sengkang ,UNFUR,410000,1184,3,2,346.2837838,TRUE,1.39091919,103.8845984
14624, Balestier  /  Toa  Payoh ,UNKNOWN,228000,462,1,1,493.5064935,FALSE,1.337373773,103.8510428
14625, Balestier  /  Toa  Payoh ,UNFUR,848000,1948,2,UNKNOWN,435.3182752,FALSE,1.328070191,103.8570749
14628, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,465000,1087,3,2,427.7828887,FALSE,1.391007821,103.8979641
14629, Admiralty  /  Woodlands ,UNKNOWN,245000,645,2,UNKNOWN,379.8449612,FALSE,1.443271548,103.7772978
14630, Balestier  /  Toa  Payoh ,PART,928000,1184,3,2,783.7837838,FALSE,1.334999831,103.8463139
14631, Farrer  Park  /  Serangoon  Rd ,PART,370000,678,2,2,545.7227139,FALSE,1.314278081,103.8569617
14632, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,460000,1291,3,1,356.3129357,FALSE,1.344420754,103.7151688
14633, Bedok  /  Upper  East  Coast ,UNKNOWN,308000,721,2,UNKNOWN,427.184466,FALSE,1.32833404,103.9276421
14634, Balestier  /  Toa  Payoh ,PART,898000,1571,4,2,571.6104392,FALSE,1.322823878,103.8659995
14635, Boon  Lay  /  Jurong  /  Tuas ,PART,488000,1184,2,2,412.1621622,FALSE,1.34155016,103.6978476
14636, Boon  Lay  /  Jurong  /  Tuas ,PART,362000,1151,3,2,314.5091225,FALSE,1.342845424,103.6936977
14637, Alexandra  /  Commonwealth ,UNFUR,808000,1055,3,2,765.8767773,FALSE,1.293860287,103.8116396
14638, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,280000,796,2,2,351.758794,FALSE,1.381656488,103.753663
14639, Hougang  /  Punggol  /  Sengkang ,PART,530000,1399,3,2,378.84203,FALSE,1.391616,103.899878
14640, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,498000,1184,3,UNKNOWN,420.6081081,FALSE,1.345531561,103.7034371
14641, Admiralty  /  Woodlands ,FULL,700000,1905,5,2,367.4540682,FALSE,1.442188266,103.7922231
14642, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,700000,1550,4,UNKNOWN,451.6129032,FALSE,1.338103853,103.7457709
14643,D19,UNKNOWN,390000,102,3,2,3823.529412,FALSE, Partially  Furnished ,1.388005304
14645, Boon  Lay  /  Jurong  /  Tuas ,PART,480000,1001,3,2,479.5204795,FALSE,1.339466196,103.7381888
14646, Bedok  /  Upper  East  Coast ,UNKNOWN,750000,1593,4,2,470.8097928,FALSE,1.336308071,103.9262042
14647, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,375000,1184,3,2,316.722973,FALSE,1.404715735,103.7462912
14648, Boon  Lay  /  Jurong  /  Tuas ,FULL,395000,968,3,2,408.0578512,FALSE,1.333829092,103.7212189
14649, Balestier  /  Toa  Payoh ,FULL,290000,635,2,1,456.6929134,FALSE,1.323499671,103.8607821
14650, Admiralty  /  Woodlands ,PART,480000,1227,3,2,391.198044,FALSE,1.44221249,103.8054744
14651, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,525888,1184,3,2,444.1621622,TRUE,1.385237379,103.7600447
14652, Sembawang  /  Yishun ,PART,400000,1119,3,2,357.4620197,FALSE,1.415036282,103.8333284
14653, Sembawang  /  Yishun ,PART,500000,1194,3,2,418.760469,FALSE,1.450154452,103.8175188
14654, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,280000,731,2,2,383.0369357,TRUE,1.302786819,103.7620356
14655, Hougang  /  Punggol  /  Sengkang ,PART,285000,688,2,2,414.244186,TRUE,1.369836247,103.88191
14656, Hougang  /  Punggol  /  Sengkang ,PART,288000,645,2,1,446.5116279,TRUE,1.370506785,103.8824732
14657, Hougang  /  Punggol  /  Sengkang ,PART,628000,1506,4,2,416.998672,TRUE,1.379095561,103.8860775
14658, Hougang  /  Punggol  /  Sengkang ,PART,648000,1582,3,2,409.608091,TRUE,1.368634508,103.8847197
14659, Hougang  /  Punggol  /  Sengkang ,PART,498000,1506,4,2,330.6772908,TRUE,1.3643274,103.8933746
14660, Seletar  /  Yio  Chu  Kang ,PART,448000,1205,3,2,371.7842324,TRUE,1.389158546,103.8736958
14661, Hougang  /  Punggol  /  Sengkang ,PART,290000,721,2,2,402.2191401,TRUE,1.36549282,103.8921237
14662, Hougang  /  Punggol  /  Sengkang ,PART,390000,904,3,2,431.4159292,TRUE,1.371506755,103.8892009
14663, Boon  Lay  /  Jurong  /  Tuas ,PART,320000,1011,3,2,316.5182987,TRUE,1.34274977,103.691589
14664, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,558000,1571,4,3,355.1877785,TRUE,1.378637042,103.7518759
14665, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,360000,1119,3,2,321.7158177,TRUE,1.383228483,103.769073
14666, Balestier  /  Toa  Payoh ,UNFUR,320000,635,3,1,503.9370079,FALSE,1.339498511,103.8557719
14667, Balestier  /  Toa  Payoh ,UNFUR,240000,430,1,1,558.1395349,FALSE,1.337373773,103.8510428
14668, Admiralty  /  Woodlands ,PART,350000,969,3,2,361.1971104,FALSE,1.432085,103.796498
14669, Hougang  /  Punggol  /  Sengkang ,FULL,308000,689,2,2,447.0246734,FALSE,1.370590465,103.8724334
14670, Admiralty  /  Woodlands ,UNKNOWN,348888,1184,3,UNKNOWN,294.6689189,FALSE,1.440099536,103.7750369
14671, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,FULL,300000,721,2,2,416.0887656,FALSE,1.30503152,103.7659943
14672, Hougang  /  Punggol  /  Sengkang ,FULL,410000,1184,3,2,346.2837838,FALSE,1.393140738,103.8883531
14673, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,720000,1518,3,2,474.3083004,TRUE,1.344117037,103.7572213
14674, Sembawang  /  Yishun ,FULL,370000,904,3,2,409.2920354,FALSE,1.437795828,103.8388614
14675, Balestier  /  Toa  Payoh ,PART,295000,710,2,2,415.4929577,FALSE,1.330141875,103.8586364
14676, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,350000,979,3,2,357.5076609,FALSE,1.377970022,103.7698356
14677, Pasir  Ris  /  Tampines ,FULL,788000,1173,3,2,671.7817562,FALSE,1.356362954,103.9390111
14678, Boon  Lay  /  Jurong  /  Tuas ,PART,408000,1184,3,2,344.5945946,FALSE,1.351881851,103.7040948
14679, Pasir  Ris  /  Tampines ,FULL,550000,1313,3,2,418.8880427,FALSE,1.351840133,103.9348211
14680, Pasir  Ris  /  Tampines ,FULL,415000,1119,3,2,370.8668454,TRUE,1.357720771,103.9607153
14681, Macpherson  /  Potong  Pasir ,FULL,320000,731,2,2,437.7564979,TRUE,1.3360468,103.8630053
14682, Boon  Lay  /  Jurong  /  Tuas ,PART,340000,1119,3,2,303.8427167,FALSE,1.345381342,103.6957112
14684, Boon  Lay  /  Jurong  /  Tuas ,FULL,682000,1528,4,2,446.3350785,FALSE,UNKNOWN,UNKNOWN
14685,D19,UNKNOWN,420000,121,3,2,3471.07438,FALSE, Partially  Furnished ,1.383943805
14686, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,768000,1065,3,2,721.1267606,TRUE,1.310137,103.770134
14687, Balestier  /  Toa  Payoh ,PART,375000,882,3,1,425.170068,FALSE,1.342661394,103.857034
14688, Pasir  Ris  /  Tampines ,PART,475000,1356,4,2,350.2949853,FALSE,1.372588007,103.9619043
14689, Harbourfront  /  Telok  Blangah ,UNKNOWN,738888,1184,2,2,624.0608108,FALSE,1.27760581,103.8081081
14690, Balestier  /  Toa  Payoh ,PART,300000,721,2,1,416.0887656,FALSE,1.339531763,103.8533898
14691, Balestier  /  Toa  Payoh ,UNKNOWN,310000,710,2,2,436.6197183,FALSE,1.338356884,103.8584704
14692, Sembawang  /  Yishun ,PART,295000,904,3,2,326.3274336,FALSE,1.422022,103.846436
14693, Admiralty  /  Woodlands ,UNKNOWN,520000,1378,3,3,377.3584906,TRUE,1.433874075,103.7939436
14694, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,360000,883,2,2,407.7010193,TRUE,1.372903873,103.84563
14695, Boon  Lay  /  Jurong  /  Tuas ,PART,590000,1346,4,2,438.3358098,FALSE,1.342242883,103.7077935
14696, Balestier  /  Toa  Payoh ,UNKNOWN,380000,883,3,1,430.3510759,FALSE,1.339499032,103.8568818
14697, Hougang  /  Punggol  /  Sengkang ,UNFUR,450000,1227,3,2,366.7481663,TRUE,1.396143134,103.9136941
14698, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,380000,1033,3,2,367.8606002,FALSE,1.333725805,103.720886
14699, Hougang  /  Punggol  /  Sengkang ,PART,460000,1001,3,2,459.5404595,FALSE,1.401271582,103.912425
14700, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,360000,1184,3,3,304.0540541,FALSE,1.404149985,103.7488443
14701, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,380000,882,3,2,430.8390023,TRUE,1.366121813,103.8551557
14702, Hougang  /  Punggol  /  Sengkang ,FULL,388000,742,2,2,522.9110512,FALSE,1.400431784,103.9120058
14703, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,330000,721,2,2,457.6976422,TRUE,1.37076307,103.8433428
14704, Admiralty  /  Woodlands ,PART,330000,979,3,2,337.0786517,FALSE,1.442557268,103.7753259
14705, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNFUR,428000,882,2,2,485.260771,FALSE,1.307142105,103.7594039
14706, Pasir  Ris  /  Tampines ,PART,430000,1065,3,2,403.7558685,FALSE,1.359549004,103.9361412
14707, Balestier  /  Toa  Payoh ,PART,980000,1151,4,2,851.4335361,FALSE,1.316756172,103.8615823
14708, Hougang  /  Punggol  /  Sengkang ,PART,465000,1087,3,2,427.7828887,FALSE,1.391007821,103.8979641
14709, Boon  Lay  /  Jurong  /  Tuas ,FULL,385000,1065,4,2,361.5023474,FALSE,1.321871959,103.7397686
14710, Farrer  Park  /  Serangoon  Rd ,UNKNOWN,398000,807,2,2,493.1846344,FALSE,1.307882381,103.8517992
14711, Boon  Lay  /  Jurong  /  Tuas ,FULL,270000,775,2,1,348.3870968,TRUE,1.319054262,103.7471807
14712, Admiralty  /  Woodlands ,PART,360000,1087,3,2,331.1867525,FALSE,1.437226534,103.8016689
14713, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,620000,1270,4,2,488.1889764,FALSE,1.36492581,103.7529118
14714, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,485000,990,3,2,489.8989899,FALSE,1.369307,103.854547
14715, Admiralty  /  Woodlands ,PART,330000,904,3,2,365.0442478,FALSE,1.439834329,103.7932318
14716, Hougang  /  Punggol  /  Sengkang ,PART,588000,1453,4,2,404.6799725,FALSE,1.389796218,103.9058152
14717, Hougang  /  Punggol  /  Sengkang ,UNFUR,508888,1237,3,2,411.388844,FALSE,1.396948588,103.9011989
14718, Admiralty  /  Woodlands ,PART,550000,1410,4,2,390.070922,TRUE,1.429154411,103.7954146
14719, Hougang  /  Punggol  /  Sengkang ,PART,430000,1194,3,2,360.1340034,FALSE,1.39767329,103.8994274
14720, Pasir  Ris  /  Tampines ,PART,400000,1119,3,2,357.4620197,TRUE,1.377511029,103.9401548
14721, Harbourfront  /  Telok  Blangah ,FULL,270000,485,1,1,556.7010309,TRUE,1.271771826,103.8095878
14722, Sembawang  /  Yishun ,FULL,328000,914,3,2,358.8621444,FALSE,1.419999533,103.8389728
14723, Alexandra  /  Commonwealth ,FULL,620000,678,2,2,914.4542773,TRUE,1.302167035,103.796521
14724, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,272000,689,2,2,394.7750363,FALSE,1.362175186,103.751163
14725, Admiralty  /  Woodlands ,UNKNOWN,345000,990,3,2,348.4848485,TRUE,1.4338234,103.8010901
14726, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,750000,1302,3,2,576.0368664,FALSE,1.34992083,103.8532312
14727, Boon  Lay  /  Jurong  /  Tuas ,PART,650000,1679,4,3,387.1351995,FALSE,1.350856672,103.7313528
14728, Alexandra  /  Commonwealth ,PART,340000,721,2,1,471.5672677,TRUE,1.293624611,103.8038157
14729, Boon  Lay  /  Jurong  /  Tuas ,PART,425000,1119,3,3,379.8033959,TRUE,1.350552304,103.7297991
14730,D28,UNKNOWN,475000,94,3,2,5053.191489,TRUE, Partially  Furnished ,1.3919289
14731, Sembawang  /  Yishun ,FULL,388000,1119,3,2,346.7381591,FALSE,1.421636483,103.8474163
14732, Boon  Lay  /  Jurong  /  Tuas ,FULL,565000,1571,3,3,359.6435391,FALSE,1.320604722,103.737669
14733, Sembawang  /  Yishun ,UNFUR,320000,904,3,2,353.9823009,FALSE,1.4362882,103.8313911
14734, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,418000,1237,3,UNKNOWN,337.9143088,FALSE,1.395152137,103.9049169
14735, Admiralty  /  Woodlands ,UNFUR,488000,1356,4,2,359.8820059,TRUE,1.434754748,103.7911028
14736, Balestier  /  Toa  Payoh ,UNFUR,700000,1345,4,2,520.4460967,TRUE,1.335983001,103.8538525
14737, Balestier  /  Toa  Payoh ,UNFUR,320000,721,2,1,443.8280166,TRUE,1.336341748,103.8492503
14738, Admiralty  /  Woodlands ,PART,590000,1560,4,2,378.2051282,FALSE,1.43181654,103.7922115
14739, Alexandra  /  Commonwealth ,UNFUR,538888,914,3,2,589.5929978,FALSE,1.292298005,103.8041056
14740, Eunos  /  Geylang  /  Paya  Lebar ,UNFUR,850000,1190,3,2,714.2857143,TRUE,1.307671029,103.8824901
14741, Hougang  /  Punggol  /  Sengkang ,PART,490000,1184,3,2,413.8513514,FALSE,1.393801517,103.8896002
14742, Admiralty  /  Woodlands ,PART,348000,1076,3,2,323.4200743,FALSE,1.42724715,103.7745258
14743, Hougang  /  Punggol  /  Sengkang ,PART,555000,990,3,2,560.6060606,FALSE,1.382157582,103.8946386
14744, Pasir  Ris  /  Tampines ,UNKNOWN,575000,1464,3,2,392.7595628,FALSE,1.367078519,103.9594562
14745, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,400000,721,2,2,554.7850208,FALSE,1.307142105,103.7594039
14746, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,305000,688,2,2,443.3139535,FALSE,1.369561988,103.8834556
14747, Admiralty  /  Woodlands ,PART,458000,1421,4,2,322.3082336,FALSE,1.428739078,103.7738817
14748, Hougang  /  Punggol  /  Sengkang ,PART,595000,990,3,2,601.010101,TRUE,1.382357181,103.8957827
14749, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,290000,721,2,2,402.2191401,FALSE,1.369773952,103.8592754
14750, Hougang  /  Punggol  /  Sengkang ,PART,465000,1184,3,2,392.7364865,TRUE,1.395233785,103.9114712
14751, Tanglin  /  Holland  /  Bukit  Timah ,UNFUR,349000,699,2,2,499.2846924,TRUE,1.312226104,103.7881904
14752, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,368000,1001,3,2,367.6323676,FALSE,1.349021329,103.754636
14753, Hougang  /  Punggol  /  Sengkang ,UNFUR,408000,932,4,2,437.7682403,FALSE,1.400335023,103.9135024
14754, Boon  Lay  /  Jurong  /  Tuas ,FULL,268000,785,2,2,341.4012739,FALSE,1.347668433,103.7252415
14755, Hougang  /  Punggol  /  Sengkang ,FULL,668000,1475,3,2,452.8813559,FALSE,1.377628921,103.8789351
14756, Boon  Lay  /  Jurong  /  Tuas ,PART,430000,1313,3,2,327.4942879,FALSE,1.34370153,103.6915954
14758, Pasir  Ris  /  Tampines ,FULL,510000,1323,4,2,385.4875283,FALSE,1.367040872,103.9519765
14759, Hougang  /  Punggol  /  Sengkang ,FULL,830000,1485,4,2,558.9225589,TRUE,1.369266183,103.8940858
14760, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,1100000,1604,4,3,685.7855362,TRUE,1.356208694,103.8483445
14761, Boon  Lay  /  Jurong  /  Tuas ,PART,450000,1205,3,2,373.4439834,FALSE,1.349811223,103.7043745
14762, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,399000,731,2,2,545.8276334,FALSE,1.374653186,103.8557554
14763, Pasir  Ris  /  Tampines ,PART,850000,1571,3,3,541.0566518,FALSE,1.350746,103.933441
14764, Eunos  /  Geylang  /  Paya  Lebar ,PART,868000,1184,3,2,733.1081081,FALSE,1.309011614,103.8824358
14765, Sembawang  /  Yishun ,FULL,540000,1399,4,2,385.9899929,FALSE,1.451476494,103.8231524
14766, Sembawang  /  Yishun ,FULL,430000,1119,3,2,384.2716711,TRUE,1.418431997,103.8318868
14767, Sembawang  /  Yishun ,UNKNOWN,438000,1184,3,2,369.9324324,FALSE,1.451884738,103.8151176
14768, Alexandra  /  Commonwealth ,FULL,718000,947,2,1,758.1837381,TRUE,1.285659634,103.831199
14769, Hougang  /  Punggol  /  Sengkang ,PART,355000,721,2,2,492.371706,FALSE,1.399584808,103.9115537
14770, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,328000,785,2,2,417.8343949,TRUE,1.366589938,103.8498252
14771, Macpherson  /  Potong  Pasir ,PART,275000,603,2,1,456.053068,TRUE,1.32516149,103.8853798
14772, Chinatown  /  Tanjong  Pagar ,FULL,498000,645,2,2,772.0930233,TRUE,1.274595763,103.8404978
14773, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,380000,968,3,2,392.5619835,FALSE,1.345237137,103.703812
14774, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,880000,1184,3,2,743.2432432,FALSE,1.372605712,103.8509921
14776, Sembawang  /  Yishun ,UNFUR,399999,1184,3,2,337.8369932,FALSE,1.452972091,103.8239201
14777, Chinatown  /  Tanjong  Pagar ,UNKNOWN,560000,645,2,2,868.2170543,FALSE,1.274535424,103.8396876
14778, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,399999,968,3,2,413.2221074,FALSE,1.396640527,103.9054843
14779, Balestier  /  Toa  Payoh ,PART,335000,731,2,2,458.2763338,FALSE,1.336341748,103.8492503
14780, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,448000,1291,3,2,347.0178156,FALSE,1.379637359,103.7378264
14781, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,820000,1474,3,2,556.3093623,FALSE,1.356484039,103.8491043
14782, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,450000,1011,3,2,445.1038576,TRUE,1.376441,103.737799
14783, Boon  Lay  /  Jurong  /  Tuas ,PART,680000,1496,4,3,454.5454545,TRUE,1.341571549,103.7057192
14784, Boon  Lay  /  Jurong  /  Tuas ,PART,390000,914,3,2,426.6958425,FALSE,1.341369728,103.7029515
14785, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,335000,721,2,2,464.6324549,TRUE,1.307142105,103.7594039
14786, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,350000,1119,3,2,312.7792672,FALSE,1.380464278,103.7390625
14787, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,608888,1097,3,2,555.0483136,FALSE,1.35624138,103.8448268
14788, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,360000,1184,3,2,304.0540541,TRUE,1.4030919,103.7498282
14789, Macpherson  /  Potong  Pasir ,PART,290000,603,2,1,480.9286899,FALSE,1.32516149,103.8853798
14790, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,425000,1184,3,2,358.9527027,FALSE,1.388265888,103.7728271
14791, Sembawang  /  Yishun ,UNFUR,450000,1119,3,2,402.1447721,TRUE,1.41482968,103.8345694
14792, Admiralty  /  Woodlands ,FULL,458000,1313,3,2,348.8194973,FALSE,1.437092804,103.8033055
14793, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,380000,1119,4,3,339.5889187,FALSE,1.382429304,103.752638
14794, Hougang  /  Punggol  /  Sengkang ,FULL,588000,1011,3,2,581.6023739,FALSE,1.402934054,103.9024043
14795, Hougang  /  Punggol  /  Sengkang ,FULL,530000,1001,3,2,529.4705295,FALSE,1.403743,103.906084
